FLDNAME	Compound.Name	SMILES	PubChemID	LipidName	Raw (beta)	Raw (95% CI)	Raw (95% CI)	Raw (pvalue)	Adjusted  (beta)	Adjusted (95% CI)	Adjusted (95% CI)	Adjusted (pvalue)
UCD.Lipid.118	Lactosylceramide (d18:1/24:1(15Z))	MKOKWBRPIBQYJJ-LWQSSKHKSA-N	18.5	UCD.Lipid.118	0.0904513402388638	-0.101919038006081	0.283928893598199	0.357005502881147	0.0920836988298323	-0.138638933038285	0.324875293820865	0.434872750844131
UCD.Lipid.119	LPC (14:0)	VXUOFDJKYGDUJI-OAQYLSRUSA-N	14.2	UCD.Lipid.119	-0.087600625553813	-0.281954085892698	0.104457010754304	0.373082722415015	0.0074577667430186	-0.212308113688155	0.225958032302842	0.946684281468644
UCD.Lipid.120	LPC (15:0)	RJZVWDTYEWCUAR-JOCHJYFZSA-N	12.8	UCD.Lipid.120	-0.0331994137240982	-0.225731279778865	0.158037196708925	0.733921579703524	0.0644804437556677	-0.152061598873858	0.282022627911414	0.559319715706184
UCD.Lipid.121	LPC (17:1)	LPMGFNAQZPADDZ-FJIRUFBNSA-N	15.8	UCD.Lipid.121	-0.0288578268864519	-0.222312248357153	0.163427508020014	0.768789369602343	0.021433482983109	-0.197678520647731	0.241188641905423	0.847799429045778
UCD.Lipid.122	LPC (18:0)	IHNKQIMGVNPMTC-RUZDIDTESA-N	12.9	UCD.Lipid.122	0.00413955166467639	-0.188707368834099	0.196692098241915	0.966342472283955	0.0224393194333176	-0.203024440052794	0.248119163039051	0.845063867213382
UCD.Lipid.123	LPC (18:3)	WKQNRCYKYCKESD-YVHLTTHBSA-N	14.7	UCD.Lipid.123	-0.0248866122460054	-0.218712472716485	0.167658508976591	0.800123065617079	-0.0618327259401072	-0.28508035025929	0.161372093737581	0.586052861940061
UCD.Lipid.124	LPC (20:0)	UATOAILWGVYRQS-HHHXNRCGSA-N	14.1	UCD.Lipid.124	0.0140446015100159	-0.179155077441776	0.206819572784739	0.886294498329772	0.0359273380729775	-0.194341998786161	0.265854649274098	0.758945352870223
UCD.Lipid.125	LPC (20:4)	GOMVPVRDBLLHQC-VEJNOCSESA-N	13.9	UCD.Lipid.125	-0.0103423119096678	-0.202886720771402	0.181292060522411	0.915752027622902	-0.0588556892509179	-0.282314133787697	0.163568749668697	0.603960798493431
UCD.Lipid.126	LPC (20:5)	PDIGSOAOQOXRDU-WJPZTBRDSA-N	14.5	UCD.Lipid.126	-0.32272208408427	-0.531457855482492	-0.122008770411797	0.00195211135019543	-0.318686854097619	-0.559085182027251	-0.0860769472484062	0.0080944307100689
UCD.Lipid.127	LPC (22:4)	ZOJBSSVHFSBHMP-JJJSWPRASA-N	14.4	UCD.Lipid.127	0.12937782986991	-0.0699125751949549	0.331765762855826	0.205147653740208	0.0789113719376517	-0.144113266866326	0.303464812189364	0.487770227365244
UCD.Lipid.128	LPC (22:6)	LSOWKZULVQWMLY-APPDJCNMSA-N	13.4	UCD.Lipid.128	-0.28661046672096	-0.489183780464102	-0.0900156250201288	0.00479213739678444	-0.319866929857225	-0.556207870153761	-0.091487635009441	0.00683958474471427
UCD.Lipid.129	LPC (o-16:0)	VLBPIWYTPAXCFJ-DEOSSOPVSA-N	11.8	UCD.Lipid.129	-0.0316992210279768	-0.223947161783807	0.159730638170281	0.745504182505119	0.00307706697621281	-0.214174806003974	0.219865853654115	0.977775779528665
UCD.Lipid.130	LPC (p-16:0) or LPC (o-16:1)	HTZINLFNXLXRBC-CQLBIITFSA-N	12.1	UCD.Lipid.130	-0.114260525805851	-0.308003251164288	0.0772224313631424	0.243865327454786	-0.0951027929617198	-0.31507189308893	0.1219853632809	0.392546397537325
UCD.Lipid.131	LPC (p-18:0) or LPC (o-18:1)	WBOMIOWRFSPZMC-AYICAFKVSA-N	11	UCD.Lipid.131	0.00510742718980127	-0.187142531069824	0.197246146996701	0.958362383988112	0.0272713387458266	-0.191374626332271	0.246724977003996	0.806749711467351
UCD.Lipid.132	PC (16:0/9:0(CHO))	PPTNNIINSOQWCE-WJOKGBTCSA-N	16.7	UCD.Lipid.132	-0.0975928183274681	-0.292021638903043	0.0942107285890779	0.320793476940403	-0.0730785687864439	-0.299421183520833	0.150225091060693	0.523070727306887
UCD.Lipid.133	PC (28:0)	CITHEXJVPOWHKC-UUWRZZSWSA-N	13.5	UCD.Lipid.133	0.0426108314623042	-0.153245571562715	0.238113627572063	0.668537458504369	0.102059145015007	-0.116462376832235	0.321725664061939	0.359635998967376
UCD.Lipid.134	PC (30:0)	RFVFQQWKPSOBED-PSXMRANNSA-N	11.7	UCD.Lipid.134	0.0468740223243727	-0.147671207926114	0.241563091232433	0.63595796663003	0.117023706705884	-0.110458850743475	0.345457350332257	0.3128895232845
UCD.Lipid.135	PC (30:1)	ANKCYRKQDLQXGL-MRDDHZETSA-N	14.7	UCD.Lipid.135	-0.0188761088831636	-0.217854293128638	0.178465730938069	0.85143526107691	0.0637770104808557	-0.180444448280415	0.306043577210562	0.606093885049607
UCD.Lipid.136	PC (31:0)	NPGWXTIWUUFYAB-DIPNUNPCSA-N	8.4	UCD.Lipid.136	-0.0149390583207249	-0.209393990046875	0.178275533040899	0.879635772705562	0.0811182549006784	-0.143261920777994	0.304284999980867	0.476294184663232
UCD.Lipid.137	PC (31:1)	QFVHCMLUKNHDSH-WTWBAFHPSA-N	21.3	UCD.Lipid.137	-0.0238368319965722	-0.216669137312547	0.168229009393277	0.807761313488491	0.118652596657504	-0.106279962189315	0.345109576548134	0.301551377044009
UCD.Lipid.138	PC (32:3)	UXEFXNOSLOCOLX-ZCHSEWAGSA-N	14.5	UCD.Lipid.138	0.0242954993390477	-0.170633621636395	0.218964368855777	0.806381315112132	0.0634313874548356	-0.166604971766212	0.292245793533487	0.586869499614488
UCD.Lipid.139	PC (33:0)	FHENRYRLCPXONH-LDLOPFEMSA-N	12.9	UCD.Lipid.139	-0.0938147958122681	-0.289757531515883	0.0994446948805628	0.343545373254758	0.0127494235120719	-0.210860565814783	0.233899350431325	0.910291603270018
UCD.Lipid.140	PC (35:3)	AYXGHIQPMDYMJC-AHMBLZLYSA-N	11.4	UCD.Lipid.140	0.0630882735493037	-0.129364175008084	0.25604447647777	0.520075237918852	0.169289880084758	-0.06175730470709	0.402617322747137	0.152043095485185
UCD.Lipid.141	PC (36:3) B	WZCLAXMADUBPSG-RIXBAXMTSA-	12.4	UCD.Lipid.141	0.0576507298490286	-0.133404431858365	0.249675770830336	0.554355258670898	0.146473835113526	-0.0841894571584901	0.379091645912945	0.214044720661046
UCD.Lipid.142	PC (36:4) A	NKQPOVROGSWLTO-NVPMBMBWSA-N	12.4	UCD.Lipid.142	0.0700364753269467	-0.12145578930332	0.26222211523113	0.473164269967638	0.066287922214388	-0.16041188034794	0.293956646535334	0.566425014782597
UCD.Lipid.143	PC (36:6)	SPWBDEZMKCRQSX-NGPPOSSDSA-N	13.8	UCD.Lipid.143	-0.251790206177198	-0.45545225425222	-0.0544316735840771	0.0136067929211951	-0.22542726456507	-0.469842472194425	0.0131012532832992	0.0665710472733608
UCD.Lipid.144	PC (37:3)	OOYQEEUUQRMQKL-JUUDQZDJSA-N	14.1	UCD.Lipid.144	-0.0263885635745224	-0.218970253496646	0.165188869241104	0.787240629429642	0.0829003927529475	-0.145669879449635	0.311754216125755	0.476398770460854
UCD.Lipid.145	PC (37:6)	GEINPYKZLFHHIL-HEXXMCQTSA-N	12.5	UCD.Lipid.145	-0.257906809757083	-0.461516378939271	-0.0603774822403678	0.0115256033824937	-0.224270602315636	-0.458407809228132	0.00474015556197541	0.0570351299518238
UCD.Lipid.146	PC (38:4) B	DNYKSJQVBCVGOF-LCKGXUDJSA-N	13.2	UCD.Lipid.146	-0.0418601486783552	-0.237632371650754	0.152214008936766	0.672973810233449	-0.084192704108986	-0.321420332678917	0.14854229968768	0.481184818475871
UCD.Lipid.147	PC (38:5) B	YLWBKBDNHWQEFU-YJXJLLHLSA-N	14.1	UCD.Lipid.147	0.0326138825077499	-0.158745403402157	0.224381589914435	0.738033565972965	0.0138145795113006	-0.215511826070061	0.24199438673863	0.905529175705731
UCD.Lipid.148	PC (38:6) A	PLZBTDKJYHXIEW-DZUXOTHRSA-N	12.6	UCD.Lipid.148	-0.289305655301074	-0.48898484602899	-0.0947228592809535	0.0039472440112874	-0.299344523526928	-0.532870574029591	-0.0713988066499806	0.0107904878730138
UCD.Lipid.149	PC (38:7)	BNNUJTATKJXKJP-XCDHYEIISA-N	13.3	UCD.Lipid.149	-0.195676180666149	-0.394969807502535	-0.00105234426413936	0.0509538532455682	-0.203661974347488	-0.450191547149867	0.0389319708983259	0.101721951826731
UCD.Lipid.150	PC (39:6)	QMCWOGICYCFNBF-BWHZRABLSA-N	12.2	UCD.Lipid.150	-0.204316001393488	-0.403099620377203	-0.0100759095797209	0.0411018352235199	-0.185530166340267	-0.413483605058666	0.038695017160397	0.106874598346233
UCD.Lipid.151	PC (40:5) B	SFESOYFQZQJCOY-FXYWPAEZSA-N	14.2	UCD.Lipid.151	-0.0327209115225456	-0.225696090606215	0.159100979895156	0.738316733185593	-0.0383307108537502	-0.267130481974605	0.188127149120786	0.740769772178355
UCD.Lipid.152	PC (40:6) A	KZSXWBSDQDXESU-PPEVQBTRSA-N	17.7	UCD.Lipid.152	0.169831691378305	-0.0250782726179456	0.36805863696087	0.0894513617680484	0.151069823555443	-0.0742693217315183	0.378101299491449	0.189085615713514
UCD.Lipid.153	PC (42:5)	APYSSUSAYQRESE-VZWUYPTESA-N	11.6	UCD.Lipid.153	0.0221440870999409	-0.170906399807088	0.214957123521848	0.821568773632838	-0.056188804700752	-0.289890161344259	0.173945497579349	0.633983645005044
UCD.Lipid.154	PC (42:6)	DSVRMAGYENFTLY-GDDYDVMSSA-N	12	UCD.Lipid.154	0.011649372786657	-0.183578023263286	0.206612267100299	0.906594191834933	0.0278402891428595	-0.202891016265373	0.258909780766705	0.812582775482721
UCD.Lipid.155	PC (o-34:0)	ZKTXOJMFIAILJG-VQJSHJPSSA-N	10.6	UCD.Lipid.155	0.290663389576402	0.0951930154131356	0.491341415605144	0.00394066310467141	0.324362942996623	0.09568414251444	0.559259121352331	0.0059559925410607
UCD.Lipid.156	PC (p-32:1) or PC (o-32:2)	FZMYLOBGNYZPQO-QLSONYGBSA-N	10.7	UCD.Lipid.156	0.154512675753993	-0.0371929664986709	0.348646833526655	0.115624498208988	0.2312358319085	0.00334053561236645	0.463002672314541	0.0479932088238066
UCD.Lipid.157	PC (p-34:1) or PC (o-34:2) B	KMNVIRCHUMQGHD-RCINKDPXSA-N	14.9	UCD.Lipid.157	0.0599561216475151	-0.131504991567106	0.252061263052421	0.539042514074589	0.134074885464892	-0.0980789248997353	0.368995329394085	0.259365049301763
UCD.Lipid.158	PC (p-38:2) or PC (o-38:3)	VXNFJZDUQIFCMO-WCXGAVHKSA-N	13.2	UCD.Lipid.158	0.200508280705116	0.00796416175905307	0.396488054725536	0.0426154857754397	0.289891722777427	0.0633494732087478	0.522381347088409	0.0130787430975374
UCD.Lipid.159	PC (p-38:4) or PC (o-38:5) B	DYFGXBAIDOATAE-DSLLYOFSSA-N	13	UCD.Lipid.159	-0.0278837458663453	-0.220615228542347	0.163770451361267	0.77561130705195	0.0154547357548989	-0.210391155151365	0.241163617918567	0.893011652133529
UCD.Lipid.160	PC (p-40:1) or PC (o-40:2)	IAVIYOOCANBIJO-DZWPKMMWSA-N	9.8	UCD.Lipid.160	0.0482680306883424	-0.14368452705194	0.240847537289629	0.621854916953553	0.0502228344329407	-0.181386800578018	0.281451561739672	0.669734849271614
UCD.Lipid.161	PC (p-40:5) or PC (o-40:6)	KUHMJRMPHBRAMY-DDURNVNNSA-N	13.6	UCD.Lipid.161	0.0146452922443162	-0.178754532161543	0.207832157058511	0.881666076916837	0.173651396750302	-0.0579955628941064	0.407573990705571	0.142678380846636
UCD.Lipid.162	PC (p-40:6) or PC (o-40:7) A	XUVCLJCZWPTAIO-OAKHYACESA-N	13.6	UCD.Lipid.162	-0.21430636627662	-0.413914618443307	-0.0195948051869698	0.0327213962654858	-0.155796626302495	-0.391957905310245	0.0758876434033032	0.190626011644789
UCD.Lipid.163	PC (p-40:6) or PC (o-40:7) B	FMBYBTSZVHUJMV-DIVFMYBRSA-N	14.5	UCD.Lipid.163	-0.149996956917454	-0.346646759718779	0.0430899943549303	0.130477167521057	-0.0681146359820405	-0.303417844240874	0.164143249743152	0.566960524615616
UCD.Lipid.164	PC (p-40:7) or PC (o-40:8)	PWAHARWXEAMNGK-VCDFOAEJSA-N	13.9	UCD.Lipid.164	-0.13187795833653	-0.328131558448696	0.0611266915814591	0.183127843245506	-0.11271792347404	-0.351962821708364	0.123426660484505	0.351378506274259
UCD.Lipid.165	PC (p-42:3) or PC (o-42:4)	WSHCLKDGQAEXNQ-MRGADFHSSA-N	11.3	UCD.Lipid.165	0.151559514731036	-0.0412892955273424	0.346554202697399	0.124785799269881	0.281841545440582	0.0495675182755271	0.520268568200892	0.0186328742743883
UCD.Lipid.166	PE (36:4)	KZLUVTCXBFEIFJ-XGLJQOENSA-N	12.3	UCD.Lipid.166	0.115340329762851	-0.0783428554458081	0.310413180369213	0.243596499003371	0.196353580986868	-0.0366638395453288	0.430535322569375	0.0984647381584104
UCD.Lipid.167	PE (38:4)	ANRKEHNWXKCXDB-BHFWLYLHSA-N	13.3	UCD.Lipid.167	-0.0328489014612456	-0.226667823326475	0.159723838881101	0.738319222187435	0.0145190744943997	-0.214654199776351	0.242913345225355	0.900746119099261
UCD.Lipid.168	PE (p-34:1) or PE (o-34:2)	SMPXBIVJXNXOAL-PRWZWGSOSA-N	13.6	UCD.Lipid.168	-0.0593897040422339	-0.252592287637068	0.132026627951927	0.544027467256775	-0.0670094438452514	-0.292921466982351	0.156305018526658	0.55772261632715
UCD.Lipid.169	SM (d30:1)	HZCLJRFPXMKWHR-FEBLJDHQSA-N	14	UCD.Lipid.169	0.06720748350881	-0.125298641052047	0.260154852244432	0.49330160956679	0.161292465441319	-0.0723331317482515	0.396457820034489	0.176333978994188
UCD.Lipid.170	SM (d34:0)	QHZIGNLCLJPLCU-QPPIDDCLSA-N	13.3	UCD.Lipid.170	0.152857253955665	-0.0393173175484672	0.347241021122774	0.120313990023341	0.220431389978429	-0.015598859583239	0.45940787691954	0.0682019483967286
UCD.Lipid.171	SM (d40:2)	FOULCGVQZYQEQM-DNXGLLHMSA-N	14.8	UCD.Lipid.171	0.0715876603000263	-0.119634692789786	0.263754617580854	0.463186144916094	0.168406777441251	-0.0786476090407482	0.418477910090655	0.182975045986473
UCD.Lipid.172	SM (d42:2)	DACOGJMBYLZYDH-GXJPFUDISA-N	14.5	UCD.Lipid.172	-0.07146052655331	-0.264501491692683	0.119988320178465	0.465307028566859	-0.0558574603903379	-0.288493892259713	0.175824306320077	0.636398113425233
UCD.Lipid.173	TG (14:0/14:0/14:0)	DUXYWXYOBMKGIN-UHFFFAOYSA-N	14.1	UCD.Lipid.173	0.147896907465152	-0.054704176356278	0.354224648126374	0.15444487331717	0.19710483988393	-0.0361973156916984	0.435424353953132	0.0999210246888493
UCD.Lipid.174	TG (40:0)	XTHFMIVZMLNNFC-RRHRGVEJSA-N	12.9	UCD.Lipid.174	0.102781390441215	-0.0992768062039661	0.306684247402621	0.318816635701774	0.136280470986751	-0.100935953448026	0.374759924979005	0.259798773936248
UCD.Lipid.175	TG (40:1)	GKTDXHXZBFIZJU-OIJJMQLXSA-N	9.6	UCD.Lipid.175	-0.0266098965877456	-0.220303250940459	0.166030404823878	0.786496655992637	-0.0800436919921698	-0.303671737283974	0.140181946438094	0.478315166257298
UCD.Lipid.176	TG (42:1)	PMWOTNASJLOLJE-BNQAGZCGSA-N	9.2	UCD.Lipid.176	-0.0893138046991153	-0.291569261082049	0.10939496351516	0.380950248951541	-0.0349793334129177	-0.26364561966344	0.189877086259089	0.761656182906585
UCD.Lipid.177	TG (42:2)	IDWYMMYRNPSLDA-NNBKTNTFSA-N	13.1	UCD.Lipid.177	0.108546575172937	-0.0917570540121082	0.311012567409141	0.289267298705794	0.173749316461919	-0.0579405013189612	0.408814602098205	0.14330549539086
UCD.Lipid.178	TG (42:3)	JNMDCUOOYCRSIP-WLFVLELZSA-N	10	UCD.Lipid.178	0.0205143612244979	-0.172097231684869	0.214335259871579	0.834664561416445	-0.064763171135778	-0.283277538068111	0.154048294295336	0.560483179669563
UCD.Lipid.179	TG (44:0)	UXWDTZNNQVHGSG-UHFFFAOYSA-N	19.2	UCD.Lipid.179	0.0665537543929716	-0.133195709128116	0.267418566841044	0.512813571168545	0.123349146384949	-0.102266973103137	0.349944909308774	0.28283975817728
UCD.Lipid.180	TG (44:1)	OUKDNADVOQVFAR-NBTXLFQMSA-N	18.1	UCD.Lipid.180	0.111439521645654	-0.0885767247545277	0.313867396872284	0.275689540406118	0.141108305142707	-0.0860997898993196	0.370993122983086	0.22445509812617
UCD.Lipid.181	TG (44:2)	LJXSUVSRRMQRRA-WHTYERKGSA-N	11.2	UCD.Lipid.181	0.0519565573620226	-0.147531617274877	0.251581996954049	0.608444120938991	0.0932824895981901	-0.134705815231454	0.322648027720563	0.422438969352696
UCD.Lipid.182	TG (46:0)	JWVXCFSNEOMSHH-UHFFFAOYSA-N	10.1	UCD.Lipid.182	-0.0201191663048871	-0.220138752716782	0.178106080090714	0.842450441215293	0.114897329854128	-0.113487507048023	0.342428835619671	0.321537096241153
UCD.Lipid.183	TG (46:1)	RSDIQTNCDWUNDP-VHXPQNKSSA-N	20.5	UCD.Lipid.183	0.0464185589278226	-0.151047467809703	0.243877082775618	0.643840153510998	0.106277505442771	-0.120463002588676	0.332689492561232	0.356418442953054
UCD.Lipid.184	TG (46:2)	XUEMVUXNOCIHLG-MOFPORNTSA-N	11	UCD.Lipid.184	0.0666938103439589	-0.12966789707695	0.263456493283447	0.504695362007781	0.11139046663455	-0.11216332661742	0.3365816974739	0.329023068343068
UCD.Lipid.185	TG (46:3)	YCZHBUHPOJGNKX-YLZDBGKXSA-N	11.2	UCD.Lipid.185	0.100320035202485	-0.0944092206385189	0.296104581714653	0.312508563338029	0.194296534744719	-0.0305390777648916	0.421730208328206	0.0911880271955705
UCD.Lipid.186	TG (46:4) A	QCZQFGBWINSNLX-ABMSJQPUSA-N	11.2	UCD.Lipid.186	0.00698422798813534	-0.190934614526982	0.203612575227495	0.944486851481096	0.0540376335221595	-0.177147963561124	0.284759888328788	0.645578712691898
UCD.Lipid.187	TG (48:0)	PVNIQBQSYATKKL-UHFFFAOYSA-N	10.4	UCD.Lipid.187	-0.0955935050144575	-0.29588573648901	0.100933070954335	0.343347296503904	-0.0615886879093168	-0.290543013540872	0.164579648776407	0.59458126779764
UCD.Lipid.188	TG (48:1)	FEKLSEFRUGWUOS-DLOIZKPKSA-N	9.3	UCD.Lipid.188	0.0138066619561831	-0.181386639946727	0.208294967319395	0.889210149674103	0.0870274810143114	-0.139773121995663	0.314300493327912	0.451195925362126
UCD.Lipid.189	TG (48:2)	RUOVJPPUXXFZPC-YZEIBMOJSA-N	18.7	UCD.Lipid.189	-0.0134813292065443	-0.20881799647619	0.180334780115293	0.891686414522522	0.0187150222139248	-0.207777827575424	0.244557748272624	0.870793441637657
UCD.Lipid.190	TG (48:3)	SKGWNZXOCSYJQL-BUTYCLJRSA-N	11.2	UCD.Lipid.190	0.15436646726107	-0.038251149327022	0.349158651301455	0.117383799440093	0.183670061011116	-0.0435049209802034	0.415979965209712	0.116185559266349
UCD.Lipid.191	TG (48:4)	GRAMQDDTGXQCSO-ZJPFCMILSA-N	12.3	UCD.Lipid.191	0.150723428355014	-0.043253256067223	0.347192757902204	0.129046500597112	0.135399235589777	-0.0873118093368444	0.361690014961041	0.235791650694625
UCD.Lipid.192	TG (49:0)	TTWJTJMWHOYBPQ-ANFMRNGASA-N	17	UCD.Lipid.192	-0.0518150536586631	-0.254346511661479	0.147440949377516	0.611716090129468	0.0961898805667428	-0.139930901590332	0.328202232534154	0.418737564037255
UCD.Lipid.193	TG (49:1)	VYYGQDOPVVYUKW-UKFBYESTSA-N	17.4	UCD.Lipid.193	0.0185127250235828	-0.177949063417901	0.214069705762514	0.852679346065884	0.10025367813106	-0.129802579004181	0.331168351388157	0.39258854759842
UCD.Lipid.194	TG (49:2)	QZYSUBAQYSVFNX-PSMULLBHSA-N	16.4	UCD.Lipid.194	0.0710148484820288	-0.123019421654456	0.26549245061611	0.472378025228213	0.107167453186862	-0.120086250278394	0.337014919507525	0.356645900773356
UCD.Lipid.195	TG (49:3)	DIGMYZZFQSIQBD-PNLKURBTSA-N	19.1	UCD.Lipid.195	0.158697750556275	-0.0357399325135635	0.355809255333724	0.111017994377854	0.201581771087594	-0.027144123088209	0.435579992604919	0.0866680078351062
UCD.Lipid.196	TG (50:0)	MARPCPMDFOPPJX-UHFFFAOYSA-N	16.8	UCD.Lipid.196	0.0156206432943906	-0.182516744678559	0.213285661844905	0.876607305109214	-0.00232829140114937	-0.233704490704978	0.229055657887215	0.984211061498131
UCD.Lipid.197	TG (50:1)	YHMDGPZOSGBQRH-YYSBDVFPSA-N	10	UCD.Lipid.197	-0.115758290181584	-0.310124689568169	0.0757703668704622	0.23856642996923	-0.0733450276098029	-0.300213437741597	0.151271228177102	0.5232750792594
UCD.Lipid.198	TG (50:2)	QEZWFCZNHWUARW-XQCAQTCHSA-N	8.7	UCD.Lipid.198	0.0146278819785753	-0.176817288159948	0.205716240814265	0.880587885906717	0.0463006242315368	-0.180477919896223	0.273398566529044	0.688563391242565
UCD.Lipid.199	TG (50:3)	UFHNZOACKFBCOM-YXKNDSBASA-N	20	UCD.Lipid.199	0.123119363175403	-0.0678369237122416	0.315619603974546	0.207101846525681	0.132336962610007	-0.0959194311990112	0.362396849712789	0.256438267230725
UCD.Lipid.200	TG (50:4)	PVMBAGXWHHZKFP-JMPJWMFJSA-N	11.9	UCD.Lipid.200	0.204261431227407	0.0123002229582561	0.399428243812364	0.038159283552699	0.20160672728149	-0.0244154729264964	0.431574282930257	0.0822865011458682
UCD.Lipid.201	TG (50:5)	AFTBPUXZTDLRSP-UDQIKIEDSA-N	11.2	UCD.Lipid.201	0.167510772326125	-0.0256520952608338	0.363263841694298	0.0905018374638531	0.130415705015857	-0.0986314036316509	0.362073629461587	0.265696355789491
UCD.Lipid.202	TG (50:6)	YVQKDEFVOZTZOA-PVNINVEQSA-N	14.8	UCD.Lipid.202	0.0872190416602397	-0.108093820626209	0.283539733024541	0.381336877118286	0.0565260751470921	-0.172325397536949	0.286989431768222	0.628457746815227
UCD.Lipid.203	TG (51:1)	OZAXLAGNPZMZAD-BOEMPQCLSA-N	17.4	UCD.Lipid.203	-0.0592797010499342	-0.259209834686584	0.137506773167803	0.55670510505658	-0.00442777210294512	-0.239152059606591	0.22729873174802	0.970230624488124
UCD.Lipid.204	TG (51:2)	NSNSZGBCOIKUBU-SZOKBDNISA-N	21.7	UCD.Lipid.204	0.150629798069822	-0.0437638441644929	0.34726190395074	0.130043514221367	0.192543117740513	-0.0416306425149462	0.431744778216297	0.109872389640499
UCD.Lipid.205	TG (51:3)	ISSGPXMQOMAFMJ-DMGKHJLRSA-N	21.9	UCD.Lipid.205	0.245221178515169	0.04994481923078	0.445087493227701	0.0147174372331663	0.250839468751233	0.0228739250184278	0.484163396381481	0.0324961985805044
UCD.Lipid.206	TG (51:4)	IIRQXNVLAXQEKB-KBEZCZBDSA-N	12.1	UCD.Lipid.206	0.329790633045895	0.132874161387309	0.532584291918613	0.00118850748232504	0.310419507270216	0.0887417864404754	0.536927998476195	0.00648837727845016
UCD.Lipid.207	TG (51:5)	DYYKLAQWCNBXRJ-UNZGPCCPSA-N	14.3	UCD.Lipid.207	0.122129241479949	-0.0737747244494625	0.319929031052824	0.222566333072463	0.130532965570619	-0.101598089005261	0.365575869851068	0.272102026190222
UCD.Lipid.208	TG (52:0)	SDNYRTVJOFMYIW-OIVUAWODSA-N	50.2	UCD.Lipid.208	-0.0438743520283452	-0.249649248487083	0.159076029093455	0.672497933576704	-0.0430653208668951	-0.283490995779466	0.194351897017975	0.722851276440554
UCD.Lipid.209	TG (52:1)	NPCZZYKITFKRQZ-RFBIWTDZSA-N	14.7	UCD.Lipid.209	-0.0357463807480749	-0.234534518395319	0.161038649394829	0.722300808786562	-0.0430493786351248	-0.277230619476007	0.189598829082139	0.716857601466745
UCD.Lipid.210	TG (52:2)	TXMWKTABZBAJCW-QLHBUVOUSA-N	7.1	UCD.Lipid.210	0.0329296218581099	-0.158695701301643	0.225808080173595	0.736486393208187	0.0558777757478179	-0.169715631118156	0.283585263253034	0.628044631239365
UCD.Lipid.211	TG (52:3)	DQXQIWIQYYEGLG-MMWLGPPDSA-N	6	UCD.Lipid.211	0.128937745318156	-0.0628908213329269	0.323715859783333	0.190077495911117	0.115483906134841	-0.109091725096529	0.343638699307213	0.316098636284029
UCD.Lipid.212	TG (52:4)	WHSWXEYWNPTUPW-HNJDVRDNSA-N	13.2	UCD.Lipid.212	0.202721127871355	0.0102239997146965	0.398771810187098	0.0404298139003415	0.156950745756406	-0.0661912076826935	0.382674085191528	0.169495404393617
UCD.Lipid.213	TG (52:5)	CQZAAIKPSLHIBC-KDJOUNIJSA-N	19.2	UCD.Lipid.213	0.0311834026681363	-0.162107509469106	0.224083208770374	0.750968233370902	-0.0265800361621538	-0.254083576590465	0.197672139261495	0.817151580686663
UCD.Lipid.214	TG (52:6)	SSOSFUDNINFYLJ-KIYGNKBKSA-N	13.5	UCD.Lipid.214	0.0652691639282089	-0.127347571901102	0.258213383285267	0.505904744805067	0.00717577444223625	-0.217666848730025	0.231175703515402	0.949910050343955
UCD.Lipid.215	TG (53:1)	WWJIBIGWKGFVAQ-JNSYTQKUSA-N	17.9	UCD.Lipid.215	0.0295014778141758	-0.168662283580307	0.227344344295798	0.769439062384594	0.0390548304901458	-0.197344131331012	0.277086315144387	0.746148555968717
UCD.Lipid.216	TG (53:2)	RSINITWKVQRWSZ-RFVLVDBCSA-N	19.5	UCD.Lipid.216	0.0833935565762775	-0.110017115156779	0.277668843327178	0.397850573653184	0.0916460981514722	-0.135324713833657	0.319262289136343	0.428077047702745
UCD.Lipid.217	TG (53:3)	ZNQBEJJYVJSZLM-LEDQTTRKSA-N	19.6	UCD.Lipid.217	0.131126665289893	-0.0618834788244631	0.325927089947652	0.183915220625521	0.0923151456342441	-0.131946977425486	0.318002719739716	0.419898825481283
UCD.Lipid.218	TG (53:4)	BMSDHYZLQWTKSQ-LSJAAEOESA-N	17.2	UCD.Lipid.218	0.180774355665924	-0.0123419449275901	0.376647346963854	0.0678204588670331	0.165183956400715	-0.0589730073974891	0.390321190959575	0.148343826675829
UCD.Lipid.219	TG (53:5)	QHYAATSKYBYSLG-BXDFBOBBSA-N	14.7	UCD.Lipid.219	0.094932636413158	-0.0973022404715119	0.288286243526068	0.333171966833132	0.0491655970158289	-0.172571996386067	0.269804669072738	0.662151875756342
UCD.Lipid.220	TG (54:0)	KKBWDSMULWDHME-UHFFFAOYSA-N	28.7	UCD.Lipid.220	-0.0378492820720722	-0.239973830136374	0.162388002880711	0.711376008580011	-0.0141577596060094	-0.249103183090324	0.220358910782192	0.90558427715797
UCD.Lipid.221	TG (54:1)	YFFIQXNTTVSKJC-NZEOUKRFSA-N	13.4	UCD.Lipid.221	-0.0866868707045767	-0.290480681034005	0.113081689614202	0.397923785739606	-0.0931919065405452	-0.33160172246769	0.142997227344595	0.439820832064654
UCD.Lipid.222	TG (54:2)	WUUWGORPQFKFQN-XDVOZUNOSA-N	16.5	UCD.Lipid.222	-0.0518689236896246	-0.248340301091065	0.142450715613398	0.601839709705837	-0.0188537598466225	-0.253943273199516	0.215172213024917	0.874466083678462
